Month,Day,Bold,Italic,Red,I.Symb,I.Code,I.Html,ShortText,FullText,ShorterText,заг. служба
6,10,,,,,,,"Св. сщмч. Тимотея, єп. Пруського","Святого священномученика Тимотея, єпископа Пруського",Тимотея Пруського,
6,11,,,r,🕂,+,&dagger;,🕂 Свв. апп. Вартоломея й Варнави,🕂 Святих апостолів Вартоломея й Варнави,Вартоломея і Варнави,
6,12,,,,🕃,&,,🕃 Прп. Онуфрія Великого,🕃 Преподобного отця нашого Онуфрія Великого,Онуфрія,
6,12,,,,,,,Прп. Петра Афонського,Преподобного отця нашого Петра Афонського,,
6,13,,,,,,,Св. мц. Акилини,Святої мучениці Акилини,Акилини,
6,13,,,,,,,"Св. Трифилія, єп. Левкусії Кипрської","Святого Трифилія, єпископа Левкусії Кипрської",,
6,13,,,,,,,Прп. Антонія Падуанського,Преподобного отця нашого Антонія Падуанського,,
6,14,,,,,,,Св. прор. Єлисея,Святого пророка Єлисея,Єлисея,
6,14,,,,,,,"Св. Методія, патр. Царгородського","Святого отця нашого Методія, патріарха Царгородського",,
6,15,,,,,,,Св. прор. Амоса,Святого пророка Амоса,Амоса,
6,15,,,,,,,"Прп. Єроніма, пресвіт. Стридонського","Преподобного Єроніма, пресвітера Стридонського",,
6,16,,,,,,,Св. і чудотв. Тихона Аматунтського,Святого отця нашого і чудотворця Тихона Аматунтського,Тихона,
6,17,,,,,,,"Свв. мчч. Мануїла, Савела й Ісмаїла","Святих мучеників Мануїла, Савела й Ісмаїла","Мануїла, Савела",
6,17,,,,,,,"Прп. Іпатія, ігум. Руфеніанського","Преподобного отця нашого Іпатія, ігумена Руфеніанського",,
6,18,,,,,,,Св. мч. Леонтія,Святого мученика Леонтія,Леонтія,
6,19,,,r,🕂,+,&dagger;,"🕂 Св. ап. Юди, брата Господнього","🕂 Святого апостола Юди, брата Господнього",ап. Юди,
6,20,,,,,,,"Св. сщмч. Методія, єп. Патарського","Святого священномученика Методія, єпископа Патарського",Методія Патарського,
6,21,,,,,,,Св. мч. Юліана Тарсійського,Святого мученика Юліана Тарсійського,Юліана,
6,22,,,,,,,"Св. сщмч. Євсевія, єп. Самосатського","Святого священномученика Євсевія, єпископа Самосатського",Євсевія,
6,23,,,,,,,Св. мц. Агрипіни,Святої мучениці Агрипіни,Агрипіни,
6,24,b,,r,🕀,#,&oplus;,"🕀 Різдво чесного і славн. прор., предтечі і хрестителя Господнього Івана","🕀 Різдво чесного і славного пророка, предтечі і хрестителя Господнього Івана",Різдво Предтечі,
6,25,,,,,,,Св. прпмц. Февронії,Святої преподобномучениці Февронії,Февронії,
6,26,,,,,,,"Прп. Давида, що в Солуні","Преподобного отця нашого Давида, що в Солуні",Давида Солунського,
6,26,,,,,,,"Блаж. сщмч. Андрія Іщака, пресвіт.","Блаженного священномученика Андрія Іщака, пресвітера",,
6,26,,,,,,,"Блаж. сщмч. Миколи Конрада, пресвіт., і мч. Володимира Прийми, співця","Блаженних священномученика Миколи Конрада, пресвітера, і мученика Володимира Прийми, співця",,
6,27,,,r,🕁,*,&dagger;,🕁 Блаж. сщмч. Миколая Чарнецького і двадцяти чотирьох співмучеників; блаженного сщмч. Омеляна Ковча,🕁 Блаженного священномученика Миколая Чарнецького і двадцяти чотирьох співмучеників; блаженного священномученика Омеляна Ковча,Миколая Чарнецького і 20 мчч,
6,27,,,,,,,"Прп. Сампсона, приятеля подорожніх й убогих","Преподобного отця нашого Сампсона, приятеля подорожніх й убогих",,
6,28,,,,🕃,&,,🕃 Перенесення мощів свв. безср. Кира і Івана,🕃 Перенесення мощів святих безсрібників Кира і Івана,Кира і Йоана,
6,29,b,,r,🕀,#,&oplus;,🕀 Свв. славних і всехвальних первоверховних апп. Петра й Павла,🕀 Святих славних і всехвальних первоверховних апостолів Петра й Павла,Петра і Павла,
6,30,,,r,🕂,+,&dagger;,🕂 Собор свв. славних і всехвальних дванадцяти апп.,🕂 Собор святих славних і всехвальних дванадцяти апостолів,Собор апп.,
6,30,,,,,,,Блаж. сщмч. Василія Величковського,Блаженного священномученика Василія Величковського,,
7,1,,,,🕃,&,,🕃 Свв. безср. і чудотв. Косми й Дам’яна,🕃 Святих безсрібників і чудотворців Косми й Дам’яна,Косми і Даміана,
7,2,,,r,🕂,+,&dagger;,🕂 Положення чесної ризи Пресвятої Владичиці нашої Богородиці у Влахерні,🕂 Положення чесної ризи Пресвятої Владичиці нашої Богородиці у Влахерні,положення ризи,
7,3,,,,,,,Св. мч. Якинта,Святого мученика Якинта,Якинта,мч
7,4,,,,,,,"Св. Андрія, архиєп. Критського, єрусалимлянина","Святого отця нашого Андрія, архиєпископа Критського, єрусалимлянина",Андрея Критського,
7,4,,,,,,,"Прп. Марти, матері св. Симеона Дивногорця","Преподобної Марти, матері святого Симеона Дивногорця",Марти,
7,5,,,r,🕂,+,&dagger;,🕂 Прп. Атанасія Афонського,🕂 Преподобного отця нашого Атанасія Афонського,Атанасія Афонського,
7,6,,,,,,,Прп. Сисоя Великого,Преподобного отця нашого Сисоя Великого,Сісоя Великого,
7,7,,,,,,,"Прпп. Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»","Преподобних отців наших Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»","Томи,що в Малеї",
7,8,,,,🕃,&,,🕃 Св. вмч. Прокопія,🕃 Святого великомученика Прокопія,Прокопія,
7,9,,,,,,,"Св. сщмч. Панкратія, єп. Тавроменійського","Святого священномученика Панкратія, єпископа Тавроменійського",Панкратія,
7,10,,,r,🕂,+,&dagger;,"🕂 Прп. Антонія Печерського, Київського","🕂 Преподобного отця нашого Антонія Печерського, Київського",Антонія Печерського,
7,10,,,,,,,"Свв. сорока п’ятьох мчч., що в Нікополі Вірменському","Святих сорока п’ятьох мучеників, що в Нікополі Вірменському",,
7,10,,,,,,,"Свв. братів-мчч. Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску","Святих братів-мучеників Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску",,
7,11,,,r,🕂,+,&dagger;,"🕂 Переставл. блаж. Ольги, княгині Київської, у хрещенні названої Оленою","🕂 Переставлення блаженної Ольги, княгині Київської, у хрещенні названої Оленою",бл.кн.Ольги,
7,11,,,,🕃,&,,🕃 Св. мц. і прехвальної Євфимії,🕃 Святої мучениці і прехвальної Євфимії,,
7,12,,,,,,,Свв. мчч. Прокла й Іларія,Святих мучеників Прокла й Іларія,Прокла й Іларія,
7,12,,,,,,,Прп. Михаїла Малеїна,Преподобного отця нашого Михаїла Малеїна,,
7,13,,,,🕃,&,,🕃 Собор св. архангела Гавриїла,🕃 Собор святого архангела Гавриїла,арх. Гавриїла,
7,13,,,,,,,Прп. Стефана Савваїта,Преподобного отця нашого Стефана Савваїта,,
7,13,,,,,,,"Св. Юліана, єп. Кеноманійського","Святого отця нашого Юліана, єпископа Кеноманійського",,
7,14,,,,🕃,&,,🕃 Св. ап. Акили,🕃 Святого апостола Акили,ап.Акили,
7,15,,,r,🕁,*,&dagger;,"🕁 Св. рівноап., вел. князя Володимира, у святому хрещенні названого Василієм","🕁 Святого рівноапостольного, великого князя Володимира, у святому хрещенні названого Василієм",Володимира Великого,
7,15,,,,,,,Свв. мчч. Кирика і Юліти,Святих мучеників Кирика і Юліти,,
7,16,,,,,,,Св. сщмч. Атеногена і десятьох учнів його,Святого священномученика Атеногена і десятьох учнів його,Атеногена,
7,17,,,,🕃,&,,🕃 Св. вмц. Марини,🕃 Святої великомучениці Марини,Марини,мчц
7,17,,,,,,,"Блаж. сщмч. Павла Гойдича, єп. Пряшівського","Блаженного священномученика Павла Гойдича, єпископа Пряшівського",,
7,18,,,,,,,"Св. мч. Якинта, що в Амастриді","Святого мученика Якинта, що в Амастриді",Якинта в Амастриді,мч
7,18,,,,,,,Св. мч. Еміліяна,Святого мученика Еміліяна,,
7,18,,,,,,,Блаж. прпмц. Тарсикії Мацьків,Блаженної преподобномучениці Тарсикії Мацьків,,
7,19,,,,,,,"Прп. Макрини, сестри св. Василія Великого","Преподобної матері нашої Макрини, сестри святого Василія Великого",Макрини,
7,19,,,,,,,Прп. Дія,Преподобного отця нашого Дія,,
7,20,,,r,🕁,*,&dagger;,🕁 Св. славн. прор. Іллі,🕁 Святого славного пророка Іллі,прор.Іллі,
7,21,,,,,,,"Прпп. Симеона, Христа ради юродивого, та Івана, співпосника його","Преподобних отців наших Симеона, Христа ради юродивого, та Івана, співпосника його",Симеона та Івана,
7,21,,,,,,,Св. прор. Єзекиїла,Святого пророка Єзекиїла,,
7,22,,,,🕃,&,,🕃 Св. мироносиці й рівноап. Марії Магдалини,🕃 Святої мироносиці й рівноапостольної Марії Магдалини,Марії Магдалини,
7,22,,,,,,,Повернення мощів св. сщмч. Фоки,Повернення мощів святого священномученика Фоки,,
7,23,,,,,,,"Свв. мчч. Трофима, Теофіла і тих, що з ними","Святих мучеників Трофима, Теофіла і тих, що з ними","Трофима, Теофіла",мчч
7,23,,,,,,,"Блаж. сщмч. Василія Гопка, єп.","Блаженного священномученика Василія Гопка, єпископа",,
7,24,,,r,🕂,+,&dagger;,"🕂 Свв. мчч. Бориса і Гліба, у хрещенні названих Романом і Давидом","🕂 Святих мучеників Бориса і Гліба, у святому хрещенні названих Романом і Давидом",Бориса і Гліба,
7,24,,,,🕃,&,,🕃 Св. вмц. Христини,🕃 Святої великомучениці Христини,,
7,24,,,,,,,Прп. Шарбеля,Преподобного отця нашого Шарбеля,,
7,25,,,r,🕂,+,&dagger;,"🕂 Успіння св. Анни, матері Пресвятої Богородиці","🕂 Успіння святої Анни, матері Пресвятої Богородиці",успення Анни,
7,25,,,,,,,Пам’ять свв. жінок Олімпіади і Євпраксії,Пам’ять святих жінок Олімпіади і Євпраксії,,
7,26,,,,,,,"Св. сщмч. Єрмолая і тих, що з ним","Святого священномученика Єрмолая і тих, що з ним",Єрмолая,
7,26,,,,,,,Св. прпмц. Параскеви,Святої преподобномучениці Параскеви,,
7,27,,,r,🕂,+,&dagger;,🕂 Св. вмч. й цілителя Пантелеймона,🕂 Святого великомученика й цілителя Пантелеймона,Пантелеймона,
7,27,,,,,,,"Св. Климента, архиєп. Охридського, чудотв.","Святого отця нашого Климента, архиєпископа Охридського, чудотворця",,
7,28,,,,,,,"Свв. апп. і дияконів Прохора, Никанора, Тимона й Пармена","Святих апостолів і дияконів Прохора, Никанора, Тимона й Пармена","Прохора,Никанора",
7,29,,,,,,,Св. мч. Каленика,Святого мученика Каленика,Каленика,
7,30,,,,,,,"Свв. апп. Сили й Силуана і тих, що з ними","Святих апостолів Сили й Силуана і тих, що з ними",Сила й Силуана,
7,31,,,,🕃,&,,🕃 Передсвяття походу з чесним і животворним Хрестом Господнім,🕃 Передсвяття походу з чесним і животворним Хрестом Господнім,передсв. походу з Хрестом,
7,31,,,,,,,Св. і прав. Євдокима,Святого і праведного Євдокима,,прп
8,1,,,r,🕃,@,,🕃 Похід із чесним Деревом чесного і животворного Хреста,🕃 Похід із чесним Деревом чесного і животворного Хреста,Похід з чесним Древом Хреста,
8,1,,,,,,,"Свв. сімох мчч. Макавеїв, і матері їх Соломії, і старця Єлеазара","Святих сімох мучеників Макавеїв, і матері їх Соломії, і старця Єлеазара",,
8,1,,,,,,,Прп. Альфонса Лігуорі,Преподобного отця нашого Альфонса Лігуорі,,
8,1,,i,r,,,,Початок Успенського посту,У цей день починається Успенський піст,,
8,2,,,,🕃,&,,🕃 Перенесення мощів св. первмч. й архдияк. Стефана,🕃 Перенесення мощів святого первомученика й архидиякона Стефана,Перенесення мощів архид.Стефана,
8,3,,,,,,,"Прпп. Ісаакія, Далмата й Фавста","Преподобних отців наших Ісаакія, Далмата й Фавста","Ісаакія, Далмата, Фавста.",
8,4,,,,,,,"Свв. сімох отроків, що в Ефесі","Святих сімох отроків, що в Ефесі",сімох отроків ефеських,
8,4,,,,,,,Св. прпмц. Євдокії,Святої преподобномучениці Євдокії,,
8,5,,,,🕃,&,,🕃 Передсвяття Переображення Господа нашого Ісуса Христа,🕃 Передсвяття Переображення Господа нашого Ісуса Христа,передсвяття Преображення,
8,5,,,,,,,Св. мч. Євсигнія,Святого мученика Євсигнія,Євсигнія,
8,6,b,,r,🕀,#,&oplus;,🕀 Святе Переображення Господа Бога і Спаса нашого Ісуса Христа,🕀 Святе Переображення Господа Бога і Спаса нашого Ісуса Христа,Преображення ГНІХ,
8,7,,,,,,,Св. прпмч. Дометія,Святого преподобномученика Дометія,прпмч. Дометія,
8,8,,,,,,,"Св. Еміліяна, ісп., єп. Кизицького","Святого Еміліяна, ісповідника, єпископа Кизицького",Еміліяна,
8,9,,,r,🕂,+,&dagger;,🕂 Св. ап. Матія,🕂 Святого апостола Матія,ап. Матія,
8,10,,,,,,,Св. мч. й архдияк. Лаврентія,Святого мученика й архидиякона Лаврентія,арх. Лаврентія,
8,11,,,,,,,Св. мч. й архдияк. Євпла,Святого мученика й архидиякона Євпла,арх. Євпла,
8,12,,,,,,,Свв. мчч. Фотія й Аникити,Святих мучеників Фотія й Аникити,мчч. Фотія і Аникити,
8,13,,,,,,,Прп. Максима Ісповідника,Преподобного отця нашого Максима Ісповідника,,
8,13,,i,r,,,,Віддання Переображення,У цей день віддається свято Переображення,віддання Преображення,
8,14,,,r,🕂,+,&dagger;,"🕂 Перенесення чесних мощів прп. Теодосія, ігум. Печерського","🕂 Перенесення чесних мощів преподобного Теодосія, ігумена Печерського",Теодосія Печерського,
8,14,,,,🕃,&,,🕃 Передсвяття Успіння Пресвятої Богородиці,🕃 Передсвяття Успіння Пресвятої Богородиці,передсв.Успіння,
8,14,,,,,,,Св. прор. Міхея,Святого пророка Міхея,,
8,15,b,,r,🕀,#,&oplus;,🕀 Успіння Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,🕀 Успіння Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,Успіння Богородиці,
8,16,,,r,🕃,@,,"🕃 Перенесення з Едеси до Царгороду нерукотв. образа Господа Бога і Спаса нашого Ісуса Христа, названого святим обрусом","🕃 Перенесення з Едеси до Царгороду нерукотворного образа Господа Бога і Спаса нашого Ісуса Христа, названого святим обрусом",Образу,
8,16,,,,,,,Св. мч. Діомида,Святого мученика Діомида,Діомида,
8,17,,,,,,,Св. мч. Мирона,Святого мученика Мирона,Мирона,
8,18,,,r,🕂,+,&dagger;,🕂 Спомин освяч. Патріаршого собору Воскресіння Христового в Києві,🕂 Спомин освячення Патріаршого собору Воскресіння Христового в Києві,Спомин осв. Собору,
8,18,,,,,,,Свв. мчч. Флора й Лавра,Святих мучеників Флора й Лавра,Флора і Лавра,
8,19,,,,,,,"Св. мч. Андрія Стратопедарха – сотника, і тих, що з ним","Святого мученика Андрія Стратопедарха – сотника, і тих, що з ним",Андрея Стратопедарха,
8,20,,,,,,,Св. прор. Самуїла,Святого пророка Самуїла,прор. Самуїла,
8,21,,,,,,,Св. ап. Тадея,Святого апостола Тадея,мч.Тадея,
8,21,,,,,,,Св. мц. Васси,Святої мучениці Васси,мчц. Васси,
8,22,,,,,,,"Св. мч. Агатоніка і тих, що з ним","Святого мученика Агатоніка і тих, що з ним",Агатоніка,
8,22,,,,,,,Блаж. сщмч. Симеона Лукача,Блаженного священномученика Симеона Лукача,,
8,23,,,,,,,Св. мч. Луппа,Святого мученика Луппа,мч. Луппа,
8,23,,,,,,,"Св. сщмч. Іринея, єп. Ліонського","Святого священномученика Іринея, єпископа Ліонського",,
8,23,,i,r,,,,Віддання Успіння Пресв. Богородиці,У цей день віддається свято Успіння Пресвятої Богородиці,віддання Успення,
8,24,,,,,,,Св. сщмч. Євтиха,Святого священномученика Євтиха,мч. Євтиха,
8,25,,,,🕃,&,,🕃 Повернення мощів св. ап. Вартоломея,🕃 Повернення мощів святого апостола Вартоломея,Вартоломея,
8,25,,,,,,,Св. ап. Тита,Святого апостола Тита,ап. Тита,
8,26,,,,,,,Свв. мчч. Адріана й Наталії,Святих мучеників Адріана й Наталії,Адріана і Наталії,
8,27,,,,,,,Прп. Пімена,Преподобного отця нашого Пімена,Пімена,
8,27,,,,,,,Блаж. прпмцц. Лаврентії Герасимів і Олімпії Біди,Блаженних преподобномучениць Лаврентії Герасимів і Олімпії Біди,,
8,28,,,,,,,"Собор прпп. отців Печерських, що споч. у дальніх печерах","Собор преподобних отців Печерських, що спочивають у дальніх печерах",,
8,28,,,,,,,Прп. Мойсея Мурина,Преподобного Мойсея Мурина,Мойсея Мурина,
8,28,,,,,,,"Св. Августина, єп. Іппонського","Святого отця нашого Августина, єпископа Іппонського",,
8,28,,,,,,,"Св. мч. Гебре Михаїла, пресвіт. ефіопського","Святого мученика Гебре Михаїла, пресвітера ефіопського",,
8,29,b,,r,🕀,#,&oplus;,"🕀 Усікновення чесної голови чесного і славн. прор., предтечі і хрестителя Івана","🕀 Усікновення чесної голови чесного і славного пророка, предтечі і хрестителя Івана",Усікновення голови Предтечі,
8,30,,,,,,,"Свв. патр. Царгородських: Олександра, Івана й Павла Нового","Святих отців наших патріархів Царгородських: Олександра, Івана й Павла Нового","Олександра, Івана, Павла",
8,31,,,r,🕂,+,&dagger;,🕂 Положення чесного пояса Пресвятої Владичиці нашої Богородиці,🕂 Положення чесного пояса Пресвятої Владичиці нашої Богородиці,положення пояса,
