Month,Day,Bold,Italic,Red,I.Symb,I.Code,I.Html,ShortText,FullText,ShorterText,,,,,,VLOOKUP,,,Місяць,День,Ім'я
5,8,,,,,,,Прп. Арсенія Великого,Преподобного отця нашого Арсенія Великого,,,,58,Розслабленого-Йоана Богослова,,Розслабленого-Йоана Богослова,,,,,
5,9,,,r,🕂,+,&dagger;,🕂 Перенесення чесних мощів св. Миколая Чудотворця з Мир до міста Барі,🕂 Перенесення чесних мощів святого отця нашого Миколая Чудотворця з Мир до міста Барі,Перен. мощей св. Миколая,,,59,Миколая Чудотворця,,Миколая Чудотворця,,,,,
5,9,,,,,,,Св. прор. Ісаї,Святого пророка Ісаї,,,,59,Миколая Чудотворця,,Миколая Чудотворця,,,,,
5,9,,,,,,,Св. мч. Христофора,Святого мученика Христофора,,,,59,Миколая Чудотворця,,Миколая Чудотворця,,,,,
5,10,,,r,🕂,+,&dagger;,🕂 Св. ап. Симона Зилота,🕂 Святого апостола Симона Зилота,Симона Зилота,,,510,Симона Зилота,,Симона Зилота,,,,,
5,11,,,r,🕂,+,&dagger;,"🕂 Свв. рівноапп. Кирила й Методія, учителів слов’янських","🕂 Святих рівноапостольних Кирила й Методія, учителів слов’янських",Кирила і Методія,,,511,Переполовення,,Переполовення,,,,,
5,11,,,,,,,Св. сщмч. Мокія,Святого священномученика Мокія,Мокія,,,511,Переполовення,,Переполовення,,,,,
5,12,,,,,,,"Свв. Епіфанія, єп. Кипрського, і Германа, патр. Царгородського","Святих отців наших Епіфанія, єпископа Кипрського, і Германа, патріарха Царгородського",Епіфанія і Германа,,,512,Епіфанія і Германа,,Епіфанія і Германа,,,,,
5,13,,,,,,,Св. мц. Гликерії,Святої мучениці Гликерії,Гликерії,,,513,Гликерії,,Гликерії,,,,,
5,14,,,,,,,Св. мч. Ісидора,Святого мученика Ісидора,Ісидора,,,514,Ісидора,,Ісидора,,,,,
5,15,,,,🕃,&,,🕃 Прп. Пахомія Великого,🕃 Преподобного отця нашого Пахомія Великого,Пахомія,,,515,Самарянки-Пахомія,,Самарянки-Пахомія,,,,,
5,16,,,,,,,"Прп. Теодора Освященного, учня св. Пахомія","Преподобного отця нашого Теодора Освященного, учня святого Пахомія",Теодора Освященного,,,516,Теодора Освященного,,Теодора Освященного,,,,,
5,16,,,,,,,"Блаж. сщмчч. Северіана Бараника, Якима Сенківського, Віталія Байрака","Блаженних священномучеників Северіана Бараника, Якима Сенківського, Віталія Байрака",,,,516,Теодора Освященного,,Теодора Освященного,,,,,
5,17,,,,,,,"Св. ап. Андроніка і тих, що з ним","Святого апостола Андроніка і тих, що з ним",Андроніка,,,517,Андроніка,,Андроніка,,,,,
5,17,,,,,,,Блаж. сщмч. Івана Зятика,Блаженного священномученика Івана Зятика,,,,517,Андроніка,,Андроніка,,,,,
5,18,,,,,,,"Св. мч. Теодота (Богдана), що в Анкирі","Святого мученика Теодота (Богдана), що в Анкирі",Теодота,,,518,Віддання Переполов.,,Віддання Переполов.,,,,,
5,18,,,,,,,"Свв. мчч. Петра, Діонісія і тих, що з ними","Святих мучеників Петра, Діонісія і тих, що з ними",,,,518,Віддання Переполов.,,Віддання Переполов.,,,,,
5,18,,,,,,,Свв. сімох дів,Святих сімох дів,,,,518,Віддання Переполов.,,Віддання Переполов.,,,,,
5,19,,,,,,,"Св. сщмч. Патрикія, єп. Пруського, і тих, що з ним","Святого священномученика Патрикія, єпископа Пруського, і тих, що з ним",Патрикія,,,519,Патрикія,,Патрикія,,,,,
5,20,,,,,,,Св. мч. Талалея,Святого мученика Талалея,Талалея,,,520,Талалея,,Талалея,,,,,
5,21,,,r,🕂,+,&dagger;,🕂 Свв. великих царів і рівноапп. Константина й Олени,🕂 Святих великих царів і рівноапостольних Константина й Олени,Костянтина і Єлени,,,521,Костянтина і Єлени,,Костянтина і Єлени,,,,,
5,22,,,,,,,Св. мч. Василіска,Святого мученика Василіска,Василіска,,,522,Сліпородженого-Василіска,,Сліпородженого-Василіска,,,,,
5,23,,,,,,,"Прп. Євфросинії Полоцької, ігум. монастиря Св. Спаса","Преподобної Євфросинії Полоцької, ігумені монастиря Святого Спаса",,,,523,Михаїла,,Михаїла,,,,,
5,23,,,,,,,"Прп. й ісп. Михаїла, єп. Синадського","Преподобного отця нашого й ісповідника Михаїла, єпископа Синадського",Михаїла,,,523,Михаїла,,Михаїла,,,,,
5,24,,,,🕃,&,,"🕃 Прп. Микити, стовпника, переяславського чудотв.","🕃 Преподобного отця нашого Микити, стовпника, переяславського чудотворця",,,,524,Симеона,,Симеона,,,,,
5,24,,,,🕃,&,,"🕃 Прп. Симеона, що на Дивній горі","🕃 Преподобного отця нашого Симеона, що на Дивній горі",Симеона,,,524,Симеона,,Симеона,,,,,
5,25,,,r,🕂,+,&dagger;,"🕂 Третє віднайдення чесної голови св. і славн. прор., предтечі і хрестителя Господнього Івана","🕂 Третє віднайдення чесної голови святого і славного пророка, предтечі і хрестителя Господнього Івана",3 віднайд. голови Івана Предтечі,,,525,Віддання Пасхи,,Віддання Пасхи,,,,,
5,25,,,,,,,"Блаж. сщмч. Миколи Цегельського, пресвіт.","Блаженного священномученика Миколи Цегельського, пресвітера",,,,525,Віддання Пасхи,,Віддання Пасхи,,,,,
5,26,,,,,,,"Св. ап. Карпа, одного із сімдесятьох","Святого апостола Карпа, одного із сімдесятьох",Карпа,,,526,Вознесіння,,Вознесіння,,,,,
5,27,,,,,,,Св. сщмч. Терапонта,Святого священномученика Терапонта,Тепапонта,,,527,Терапонта,,Терапонта,,,,,
5,28,,,,,,,"Прп. Микити, єп. Халкедонського","Преподобного отця нашого Микити, єпископа Халкедонського",Микити Халкедонського,,,528,Микити,,Микити,,,,,
5,29,,,,,,,"Св. прпмц. Теодосії, діви","Святої преподобномучениці Теодосії, діви",Теодосії,,,529,Свв.Отців,,Свв.Отців,,,,,
5,30,,,,,,,"Прп. Ісаакія, ігум. обителі Далматської","Преподобного отця нашого Ісаакія, ігумена обителі Далматської",Ісаакія,,,530,Ісаакія,,Ісаакія,,,,,
5,31,,,,,,,Св. ап. Єрмія,Святого апостола Єрмія,Єрмія,,,531,Єрмія,,Єрмія,,,,,
5,31,,,,,,,Св. мч. Єрмея,Святого мученика Єрмея,,,,531,Єрмія,,Єрмія,,,,,
6,1,,,,,,,"Св. мч. Юстина, філософа, і тих, що з ним","Святого мученика Юстина, філософа, і тих, що з ним",Юстина,,,61,Юстина мч.,,Юстина мч.,,,,,
6,2,,,,,,,"Св. Никифора, ісп.","Святого отця нашого Никифора, ісповідника",Никофора,,,62,Никофора ісп,,Никофора ісп,,,,,
6,3,,,,,,,"Св. мч. Лукиліяна і тих, що з ним","Святого мученика Лукиліяна і тих, що з ним",Лукиліяна,,,63,Лукиліяна-Віддання Вознесіння,,Лукиліяна-Віддання Вознесіння,,,,,
6,4,,,,,,,"Св. Митрофана, патр. Царгородського","Святого отця нашого Митрофана, патріарха Царгородського",Митрофана,,,64,Заупокійна-Митрофана,,Заупокійна-Митрофана,,,,,
6,5,,,,,,,"Св. сщмч. Доротея, єп. Тирського","Святого священномученика Доротея, єпископа Тирського",Доротея,,,65,Зіслання Св.Духа,,Зіслання Св.Духа,,,,,
6,5,,,,,,,"Св. мч. Косми, пресвіт. вірменського","Святого мученика Косми, пресвітера вірменського",,,,65,Зіслання Св.Духа,,Зіслання Св.Духа,,,,,
6,6,,,,,,,"Прп. Висаріона, чудотв.","Преподобного отця нашого Висаріона, чудотворця",Висаріона,,,66,Святого Духа,,Святого Духа,,,,,
6,6,,,,,,,"Прп. Іларіона Нового, ігум. Далматської обителі, ісп.","Преподобного Іларіона Нового, ігумена Далматської обителі, ісповідника",Іларіона Нового,,,66,Святого Духа,,Святого Духа,,,,,
6,7,,,,,,,"Св. сщмч. Теодота (Богдана), єп. Анкирського","Святого священномученика Теодота (Богдана), єпископа Анкирського",Теодота Анкирського,,,67,Теодота Анкирського,,Теодота Анкирського,,,,,
6,8,,,,🕃,&,,🕃 Перенесення мощів св. вмч. Теодора Тирона,🕃 Перенесення мощів святого великомученика Теодора Тирона,Перен. мощей Теодора Тирона,,,68,Теодора Стратилата,,Теодора Стратилата,,,,,
6,9,,,,🕃,&,,"🕃 Св. Кирила, архиєп. Олександрійського","🕃 Святого отця нашого Кирила, архиєпископа Олександрійського",Кирила Олександр.,,,69,Кирила Олександр.,,Кирила Олександр.,,,,,
6,10,,,,,,,"Св. сщмч. Тимотея, єп. Пруського","Святого священномученика Тимотея, єпископа Пруського",Тимотея Пруського,,,610,Тимотея Пруського,,Тимотея Пруського,,,,,
6,11,,,r,🕂,+,&dagger;,🕂 Свв. апп. Вартоломея й Варнави,🕂 Святих апостолів Вартоломея й Варнави,Вартоломея і Варнави,,,611,Віддання Зіслання-Вартол. і Варнави,,Віддання Зіслання-Вартол. і Варнави,,,,,
6,12,,,,🕃,&,,🕃 Прп. Онуфрія Великого,🕃 Преподобного отця нашого Онуфрія Великого,Онуфрія,,,612,Всіх святих-Онуфрія,,Всіх святих-Онуфрія,,,,,
6,12,,,,,,,Прп. Петра Афонського,Преподобного отця нашого Петра Афонського,,,,612,Всіх святих-Онуфрія,,Всіх святих-Онуфрія,,,,,
6,13,,,,,,,Св. мц. Акилини,Святої мучениці Акилини,Акилини,,,613,Акилини мчц.,,Акилини мчц.,,,,,
6,13,,,,,,,"Св. Трифилія, єп. Левкусії Кипрської","Святого Трифилія, єпископа Левкусії Кипрської",,,,613,Акилини мчц.,,Акилини мчц.,,,,,
6,13,,,,,,,Прп. Антонія Падуанського,Преподобного отця нашого Антонія Падуанського,,,,613,Акилини мчц.,,Акилини мчц.,,,,,
6,14,,,,,,,Св. прор. Єлисея,Святого пророка Єлисея,Єлисея,,,614,Єлисея прор.,,Єлисея прор.,,,,,
6,14,,,,,,,"Св. Методія, патр. Царгородського","Святого отця нашого Методія, патріарха Царгородського",,,,614,Єлисея прор.,,Єлисея прор.,,,,,
6,15,,,,,,,Св. прор. Амоса,Святого пророка Амоса,Амоса,,,615,Амоса,,Амоса,,,,,
6,15,,,,,,,"Прп. Єроніма, пресвіт. Стридонського","Преподобного Єроніма, пресвітера Стридонського",,,,615,Амоса,,Амоса,,,,,
6,16,,,,,,,Св. і чудотв. Тихона Аматунтського,Святого отця нашого і чудотворця Тихона Аматунтського,Тихона,,,616,Євхаристії-Тихона,,Євхаристії-Тихона,,,,,
6,17,,,,,,,"Свв. мчч. Мануїла, Савела й Ісмаїла","Святих мучеників Мануїла, Савела й Ісмаїла","Мануїла, Савела",,,617,"Мануїла, Савела",,"Мануїла, Савела",,,,,
6,17,,,,,,,"Прп. Іпатія, ігум. Руфеніанського","Преподобного отця нашого Іпатія, ігумена Руфеніанського",,,,617,"Мануїла, Савела",,"Мануїла, Савела",,,,,
6,18,,,,,,,Св. мч. Леонтія,Святого мученика Леонтія,Леонтія,,,618,Леонтія,,Леонтія,,,,,
6,19,,,r,🕂,+,&dagger;,"🕂 Св. ап. Юди, брата Господнього","🕂 Святого апостола Юди, брата Господнього",ап. Юди,,,619,2-ап. Юди,,2-ап. Юди,,,,,
6,20,,,,,,,"Св. сщмч. Методія, єп. Патарського","Святого священномученика Методія, єпископа Патарського",Методія Патарського,,,620,Методія Патарського,,Методія Патарського,,,,,
6,21,,,,,,,Св. мч. Юліана Тарсійського,Святого мученика Юліана Тарсійського,Юліана,,,621,Юліана,,Юліана,,,,,
6,22,,,,,,,"Св. сщмч. Євсевія, єп. Самосатського","Святого священномученика Євсевія, єпископа Самосатського",Євсевія,,,622,Євсевія,,Євсевія,,,,,
6,23,,,,,,,Св. мц. Агрипіни,Святої мучениці Агрипіни,Агрипіни,,,623,Агрипіни,,Агрипіни,,,,,
6,24,b,,r,🕀,#,&oplus;,"🕀 Різдво чесного і славн. прор., предтечі і хрестителя Господнього Івана","🕀 Різдво чесного і славного пророка, предтечі і хрестителя Господнього Івана",Різдво Предтечі,,,624,Різдво Предтечі-ХС Чоловіколюбця,,Різдво Предтечі-ХС Чоловіколюбця,,,,,
6,25,,,,,,,Св. прпмц. Февронії,Святої преподобномучениці Февронії,Февронії,,,625,Февронії-Сострадання,,Февронії-Сострадання,,,,,
6,26,,,,,,,"Прп. Давида, що в Солуні","Преподобного отця нашого Давида, що в Солуні",Давида Солунського,,,626,3-Давида Солунського,,3-Давида Солунського,,,,,
6,26,,,,,,,"Блаж. сщмч. Андрія Іщака, пресвіт.","Блаженного священномученика Андрія Іщака, пресвітера",,,,626,3-Давида Солунського,,3-Давида Солунського,,,,,
6,26,,,,,,,"Блаж. сщмч. Миколи Конрада, пресвіт., і мч. Володимира Прийми, співця","Блаженних священномученика Миколи Конрада, пресвітера, і мученика Володимира Прийми, співця",,,,626,3-Давида Солунського,,3-Давида Солунського,,,,,
6,27,,,r,🕁,*,&dagger;,🕁 Блаж. сщмч. Миколая Чарнецького і двадцяти чотирьох співмучеників; блаженного сщмч. Омеляна Ковча,🕁 Блаженного священномученика Миколая Чарнецького і двадцяти чотирьох співмучеників; блаженного священномученика Омеляна Ковча,Миколая Чарнецького і 20 мчч,,,627,Блаж. свщмчч.,,Блаж. свщмчч.,,,,,
6,27,,,,,,,"Прп. Сампсона, приятеля подорожніх й убогих","Преподобного отця нашого Сампсона, приятеля подорожніх й убогих",,,,627,Блаж. свщмчч.,,Блаж. свщмчч.,,,,,
6,28,,,,🕃,&,,🕃 Перенесення мощів свв. безср. Кира і Івана,🕃 Перенесення мощів святих безсрібників Кира і Івана,Кира і Йоана,,,628,Кира і Йоана,,Кира і Йоана,,,,,
6,29,b,,r,🕀,#,&oplus;,🕀 Свв. славних і всехвальних первоверховних апп. Петра й Павла,🕀 Святих славних і всехвальних первоверховних апостолів Петра й Павла,Петра і Павла,,,629,Петра і Павла,,Петра і Павла,,,,,
6,30,,,r,🕂,+,&dagger;,🕂 Собор свв. славних і всехвальних дванадцяти апп.,🕂 Собор святих славних і всехвальних дванадцяти апостолів,Собор апп.,,,630,Собор апп.,,Собор апп.,,,,,
6,30,,,,,,,Блаж. сщмч. Василія Величковського,Блаженного священномученика Василія Величковського,,,,630,Собор апп.,,Собор апп.,,,,,
7,1,,,,🕃,&,,🕃 Свв. безср. і чудотв. Косми й Дам’яна,🕃 Святих безсрібників і чудотворців Косми й Дам’яна,Косми і Даміана,,,71,Косми і Даміана,,Косми і Даміана,,,,,
7,2,,,r,🕂,+,&dagger;,🕂 Положення чесної ризи Пресвятої Владичиці нашої Богородиці у Влахерні,🕂 Положення чесної ризи Пресвятої Владичиці нашої Богородиці у Влахерні,положення ризи,,,72,Гл.4.Єв.5.Положення ризи,,Гл.4.Єв.5.Положення ризи,,,,,
7,3,,,,,,,Св. мч. Якинта,Святого мученика Якинта,Якинта,мч,,73,мч.Якинта,,мч.Якинта,,,,,
7,4,,,,,,,"Св. Андрія, архиєп. Критського, єрусалимлянина","Святого отця нашого Андрія, архиєпископа Критського, єрусалимлянина",Андрея Критського,,,74,Андрея Критського.Марти,,Андрея Критського.Марти,,,,,
7,4,,,,,,,"Прп. Марти, матері св. Симеона Дивногорця","Преподобної Марти, матері святого Симеона Дивногорця",Марти,,,74,Андрея Критського.Марти,,Андрея Критського.Марти,,,,,
7,5,,,r,🕂,+,&dagger;,🕂 Прп. Атанасія Афонського,🕂 Преподобного отця нашого Атанасія Афонського,Атанасія Афонського,,,75,Атанасія Атонського,,Атанасія Атонського,,,,,
7,6,,,,,,,Прп. Сисоя Великого,Преподобного отця нашого Сисоя Великого,Сісоя Великого,,,76,,,Сісоя Великого,,,,,
7,7,,,,,,,"Прпп. Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»","Преподобних отців наших Томи, що в Малеї, і Акакія, про якого згадує «Ліствиця»","Томи,що в Малеї",,,77,,,"Томи,що в Малеї",,,,,
7,8,,,,🕃,&,,🕃 Св. вмч. Прокопія,🕃 Святого великомученика Прокопія,Прокопія,,,78,,,Прокопія,,,,,
7,9,,,,,,,"Св. сщмч. Панкратія, єп. Тавроменійського","Святого священномученика Панкратія, єпископа Тавроменійського",Панкратія,,,79,Гл.5.Єв.6,,Гл.5.Єв.6,,,,,
7,10,,,r,🕂,+,&dagger;,"🕂 Прп. Антонія Печерського, Київського","🕂 Преподобного отця нашого Антонія Печерського, Київського",Антонія Печерського,,,710,Антонія Печерського,,Антонія Печерського,,,,,
7,10,,,,,,,"Свв. сорока п’ятьох мчч., що в Нікополі Вірменському","Святих сорока п’ятьох мучеників, що в Нікополі Вірменському",,,,710,Антонія Печерського,,Антонія Печерського,,,,,
7,10,,,,,,,"Свв. братів-мчч. Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску","Святих братів-мучеників Франциска, Мутія і Рафаїла і тих, що з ними вбиті в Дамаску",,,,710,Антонія Печерського,,Антонія Печерського,,,,,
7,11,,,r,🕂,+,&dagger;,"🕂 Переставл. блаж. Ольги, княгині Київської, у хрещенні названої Оленою","🕂 Переставлення блаженної Ольги, княгині Київської, у хрещенні названої Оленою",бл.кн.Ольги,,,711,Євфимії.Ольги,,Євфимії.Ольги,,,,,
7,11,,,,🕃,&,,🕃 Св. мц. і прехвальної Євфимії,🕃 Святої мучениці і прехвальної Євфимії,Євфимії,,,711,Євфимії.Ольги,,Євфимії.Ольги,,,,,
7,12,,,,,,,Свв. мчч. Прокла й Іларія,Святих мучеників Прокла й Іларія,Прокла й Іларія,,,712,Прокла й Іларія,,Прокла й Іларія,,,,,
7,12,,,,,,,Прп. Михаїла Малеїна,Преподобного отця нашого Михаїла Малеїна,,,,712,Прокла й Іларія,,Прокла й Іларія,,,,,
7,13,,,,🕃,&,,🕃 Собор св. архангела Гавриїла,🕃 Собор святого архангела Гавриїла,арх. Гавриїла,,,713,арх.Гавриїла,,арх.Гавриїла,,,,,
7,13,,,,,,,Прп. Стефана Савваїта,Преподобного отця нашого Стефана Савваїта,,,,713,арх.Гавриїла,,арх.Гавриїла,,,,,
7,13,,,,,,,"Св. Юліана, єп. Кеноманійського","Святого отця нашого Юліана, єпископа Кеноманійського",,,,713,арх.Гавриїла,,арх.Гавриїла,,,,,
7,14,,,,🕃,&,,🕃 Св. ап. Акили,🕃 Святого апостола Акили,ап.Акили,,,714,ап.Акили,,ап.Акили,,,,,
7,15,,,r,🕁,*,&dagger;,"🕁 Св. рівноап., вел. князя Володимира, у святому хрещенні названого Василієм","🕁 Святого рівноапостольного, великого князя Володимира, у святому хрещенні названого Василієм",Володимира Великого,,,715,Володимира Великого,,Володимира Великого,,,,,
7,15,,,,,,,Свв. мчч. Кирика і Юліти,Святих мучеників Кирика і Юліти,,,,715,Володимира Великого,,Володимира Великого,,,,,
7,16,,,,,,,Св. сщмч. Атеногена і десятьох учнів його,Святого священномученика Атеногена і десятьох учнів його,Атеногена,,,716,Гл.6.Єв.7.Отців,,Гл.6.Єв.7.Отців,,,,,
7,17,,,,🕃,&,,🕃 Св. вмц. Марини,🕃 Святої великомучениці Марини,Марини,мчц,,717,Марини,,Марини,,,,,
7,17,,,,,,,"Блаж. сщмч. Павла Гойдича, єп. Пряшівського","Блаженного священномученика Павла Гойдича, єпископа Пряшівського",,,,717,Марини,,Марини,,,,,
7,18,,,,,,,"Св. мч. Якинта, що в Амастриді","Святого мученика Якинта, що в Амастриді",Якинта в Амастриді,мч,,718,Якинта,,Якинта,,,,,
7,18,,,,,,,Св. мч. Еміліяна,Святого мученика Еміліяна,,,,718,Якинта,,Якинта,,,,,
7,18,,,,,,,Блаж. прпмц. Тарсикії Мацьків,Блаженної преподобномучениці Тарсикії Мацьків,,,,718,Якинта,,Якинта,,,,,
7,19,,,,,,,"Прп. Макрини, сестри св. Василія Великого","Преподобної матері нашої Макрини, сестри святого Василія Великого",Макрини,,,719,Макрини.Дія,,Макрини.Дія,,,,,
7,19,,,,,,,Прп. Дія,Преподобного отця нашого Дія,,,,719,Макрини.Дія,,Макрини.Дія,,,,,
7,20,,,r,🕁,*,&dagger;,🕁 Св. славн. прор. Іллі,🕁 Святого славного пророка Іллі,прор.Іллі,,,720,Іллі,,Іллі,,,,,
7,21,,,,,,,"Прпп. Симеона, Христа ради юродивого, та Івана, співпосника його","Преподобних отців наших Симеона, Христа ради юродивого, та Івана, співпосника його",Симеона та Івана,,,721,Симеона,,Симеона,,,,,
7,21,,,,,,,Св. прор. Єзекиїла,Святого пророка Єзекиїла,,,,721,Симеона,,Симеона,,,,,
7,22,,,,🕃,&,,🕃 Св. мироносиці й рівноап. Марії Магдалини,🕃 Святої мироносиці й рівноапостольної Марії Магдалини,Марії Магдалини,,,722,Марії Магдалини,,Марії Магдалини,,,,,
7,22,,,,,,,Повернення мощів св. сщмч. Фоки,Повернення мощів святого священномученика Фоки,,,,722,Марії Магдалини,,Марії Магдалини,,,,,
7,23,,,,,,,"Свв. мчч. Трофима, Теофіла і тих, що з ними","Святих мучеників Трофима, Теофіла і тих, що з ними","Трофима, Теофіла",мчч,,723,#N/A,,#N/A,,,,,
7,23,,,,,,,"Блаж. сщмч. Василія Гопка, єп.","Блаженного священномученика Василія Гопка, єпископа",,,,723,#N/A,,#N/A,,,,,
7,24,,,r,🕂,+,&dagger;,"🕂 Свв. мчч. Бориса і Гліба, у хрещенні названих Романом і Давидом","🕂 Святих мучеників Бориса і Гліба, у святому хрещенні названих Романом і Давидом",Бориса і Гліба,,,724,Бориса і Гліба,,Бориса і Гліба,,,,,
7,24,,,,🕃,&,,🕃 Св. вмц. Христини,🕃 Святої великомучениці Христини,,,,724,Бориса і Гліба,,Бориса і Гліба,,,,,
7,24,,,,,,,Прп. Шарбеля,Преподобного отця нашого Шарбеля,,,,724,Бориса і Гліба,,Бориса і Гліба,,,,,
7,25,,,r,🕂,+,&dagger;,"🕂 Успіння св. Анни, матері Пресвятої Богородиці","🕂 Успіння святої Анни, матері Пресвятої Богородиці",успення Анни,,,725,Успення Анни,,Успення Анни,,,,,
7,25,,,,,,,Пам’ять свв. жінок Олімпіади і Євпраксії,Пам’ять святих жінок Олімпіади і Євпраксії,,,,725,Успення Анни,,Успення Анни,,,,,
7,26,,,,,,,"Св. сщмч. Єрмолая і тих, що з ним","Святого священномученика Єрмолая і тих, що з ним",Єрмолая,,,726,Єрмолая,,Єрмолая,,,,,
7,26,,,,,,,Св. прпмц. Параскеви,Святої преподобномучениці Параскеви,,,,726,Єрмолая,,Єрмолая,,,,,
7,27,,,r,🕂,+,&dagger;,🕂 Св. вмч. й цілителя Пантелеймона,🕂 Святого великомученика й цілителя Пантелеймона,Пантелеймона,,,727,Пантелеймона,,Пантелеймона,,,,,
7,27,,,,,,,"Св. Климента, архиєп. Охридського, чудотв.","Святого отця нашого Климента, архиєпископа Охридського, чудотворця",,,,727,Пантелеймона,,Пантелеймона,,,,,
7,28,,,,,,,"Свв. апп. і дияконів Прохора, Никанора, Тимона й Пармена","Святих апостолів і дияконів Прохора, Никанора, Тимона й Пармена","Прохора,Никанора",,,728,"Прохора,Никанора",,"Прохора,Никанора",,,,,
7,29,,,,,,,Св. мч. Каленика,Святого мученика Каленика,Каліника,,,729,Каліника,,Каліника,,,,,
7,30,,,,,,,"Свв. апп. Сили й Силуана і тих, що з ними","Святих апостолів Сили й Силуана і тих, що з ними",Сила й Силуана,,,730,#N/A,,#N/A,,,,,
7,31,,,,🕃,&,,🕃 Передсвяття походу з чесним і животворним Хрестом Господнім,🕃 Передсвяття походу з чесним і животворним Хрестом Господнім,передсв. походу з Хрестом,,,731,Передсв.походу_з_Хрестом,,Передсв.походу_з_Хрестом,,,,,
7,31,,,,,,,Св. і прав. Євдокима,Святого і праведного Євдокима,,прп,,731,Передсв.походу_з_Хрестом,,Передсв.походу_з_Хрестом,,,,,
8,1,,,r,🕃,@,,🕃 Похід із чесним Деревом чесного і животворного Хреста,🕃 Похід із чесним Деревом чесного і животворного Хреста,Похід з чесним Древом Хреста,,,81,Похід з чесним Древом Хреста,,Похід з чесним Древом Хреста,,,,,
8,1,,,,,,,"Свв. сімох мчч. Макавеїв, і матері їх Соломії, і старця Єлеазара","Святих сімох мучеників Макавеїв, і матері їх Соломії, і старця Єлеазара",,,,81,Похід з чесним Древом Хреста,,Похід з чесним Древом Хреста,,,,,
8,1,,,,,,,Прп. Альфонса Лігуорі,Преподобного отця нашого Альфонса Лігуорі,,,,81,Похід з чесним Древом Хреста,,Похід з чесним Древом Хреста,,,,,
8,1,,i,r,,,,Початок Успенського посту,У цей день починається Успенський піст,,,,81,Похід з чесним Древом Хреста,,Похід з чесним Древом Хреста,,,,,
8,2,,,,🕃,&,,🕃 Перенесення мощів св. первмч. й архдияк. Стефана,🕃 Перенесення мощів святого первомученика й архидиякона Стефана,Перенесення мощів архид.Стефана,,,82,Перенесення мощів архид.Стефана,,Перенесення мощів архид.Стефана,,,,,
8,3,,,,,,,"Прпп. Ісаакія, Далмата й Фавста","Преподобних отців наших Ісаакія, Далмата й Фавста","Ісаакія, Далмата, Фавста.",,,83,"Ісаакія, Далмата, Фавста.",,"Ісаакія, Далмата, Фавста.",,,,,
8,4,,,,,,,"Свв. сімох отроків, що в Ефесі","Святих сімох отроків, що в Ефесі",сімох отроків ефеських,,,84,сімох отроків ефеських,,сімох отроків ефеських,,,,,
8,4,,,,,,,Св. прпмц. Євдокії,Святої преподобномучениці Євдокії,,,,84,сімох отроків ефеських,,сімох отроків ефеських,,,,,
8,5,,,,🕃,&,,🕃 Передсвяття Переображення Господа нашого Ісуса Христа,🕃 Передсвяття Переображення Господа нашого Ісуса Христа,передсвяття Преображення,,,85,"передсвяття Преображення,Євсигнія",,"передсвяття Преображення,Євсигнія",,,,,
8,5,,,,,,,Св. мч. Євсигнія,Святого мученика Євсигнія,Євсигнія,,,85,"передсвяття Преображення,Євсигнія",,"передсвяття Преображення,Євсигнія",,,,,
8,6,b,,r,🕀,#,&oplus;,🕀 Святе Переображення Господа Бога і Спаса нашого Ісуса Христа,🕀 Святе Переображення Господа Бога і Спаса нашого Ісуса Христа,Преображення ГНІХ,,,86,ПРЕОБРАЖЕННЯ ГОСПОДНЄ,,ПРЕОБРАЖЕННЯ ГОСПОДНЄ,,,,,
8,7,,,,,,,Св. прпмч. Дометія,Святого преподобномученика Дометія,прпмч. Дометія,,,87,прпмч. Дометія,,прпмч. Дометія,,,,,
8,8,,,,,,,"Св. Еміліяна, ісп., єп. Кизицького","Святого Еміліяна, ісповідника, єпископа Кизицького",Еміліяна,,,88,Еміліяна,,Еміліяна,,,,,
8,9,,,r,🕂,+,&dagger;,🕂 Св. ап. Матія,🕂 Святого апостола Матія,ап. Матія,,,89,ап. Матія,,ап. Матія,,,,,
8,10,,,,,,,Св. мч. й архдияк. Лаврентія,Святого мученика й архидиякона Лаврентія,арх. Лаврентія,,,810,арх. Лаврентія,,арх. Лаврентія,,,,,
8,11,,,,,,,Св. мч. й архдияк. Євпла,Святого мученика й архидиякона Євпла,арх. Євпла,,,811,арх. Євпла,,арх. Євпла,,,,,
8,12,,,,,,,Свв. мчч. Фотія й Аникити,Святих мучеників Фотія й Аникити,мчч. Фотія і Аникити,,,812,мчч. Фотія і Аникити,,мчч. Фотія і Аникити,,,,,
8,13,,,,,,,Прп. Максима Ісповідника,Преподобного отця нашого Максима Ісповідника,,,,813,"віддання Преображення, Максима Ісп.",,"віддання Преображення, Максима Ісп.",,,,,
8,13,,i,r,,,,Віддання Переображення,У цей день віддається свято Переображення,віддання Преображення,,,813,"віддання Преображення, Максима Ісп.",,"віддання Преображення, Максима Ісп.",,,,,
8,14,,,r,🕂,+,&dagger;,"🕂 Перенесення чесних мощів прп. Теодосія, ігум. Печерського","🕂 Перенесення чесних мощів преподобного Теодосія, ігумена Печерського",Теодосія Печерського,,,814,Гл.1. - передсв.Успення,,Гл.1. - передсв.Успення,,,,,
